price,date
618.5259525254181,2015-01-09
619.6071437756118,2015-01-12
626.4084963179996,2015-01-13
622.9514393010006,2015-01-14
627.9176979192705,2015-01-15
626.8169124300825,2015-01-16
626.7215964108995,2015-01-20
620.4932821129996,2015-01-21
623.6862782850752,2015-01-22
627.8407453823351,2015-01-23
625.0265787440123,2015-01-26
626.171518957984,2015-01-27
628.8711030638668,2015-01-28
629.7956003258115,2015-01-29
622.0645977421415,2015-01-30
620.8345549529738,2015-02-02
616.68772034483,2015-02-03
613.9635180780319,2015-02-04
608.2367508737667,2015-02-05
613.2927314713069,2015-02-06
616.0643092597887,2015-02-09
615.0065046312661,2015-02-10
616.1831720909667,2015-02-11
619.563066400863,2015-02-12
615.983690865898,2015-02-13
617.7090728307692,2015-02-17
616.4353455893147,2015-02-18
618.5444320123333,2015-02-19
620.0394406510834,2015-02-20
617.2784439730623,2015-02-23
618.8749239934525,2015-02-24
614.0749981817736,2015-02-25
611.9838481028057,2015-02-26
610.1622633686226,2015-02-27
615.5089619025185,2015-03-02
625.3411177486294,2015-03-03
623.1123031137867,2015-03-04
624.1835718044332,2015-03-05
622.6776317200341,2015-03-06
630.1479059146296,2015-03-09
626.0681644790515,2015-03-10
627.4553079287141,2015-03-11
628.3477574251655,2015-03-12
622.2474164456066,2015-03-13
625.8975671666728,2015-03-16
619.8238733669838,2015-03-17
614.7395640436569,2015-03-18
607.9117017068048,2015-03-19
606.6018893638231,2015-03-20
607.0672352002033,2015-03-23
606.7274022060451,2015-03-24
611.5172348004421,2015-03-25
614.6763637470557,2015-03-26
614.8765838854048,2015-03-27
611.3135818360801,2015-03-30
617.1013938577496,2015-03-31
618.6685020137712,2015-04-01
617.6594677687452,2015-04-02
613.4642718533404,2015-04-06
615.6622521499321,2015-04-07
613.4285367625062,2015-04-08
620.3841623044384,2015-04-09
621.6929423217264,2015-04-10
617.6483199126801,2015-04-13
614.4025227194286,2015-04-14
606.9263249442206,2015-04-15
604.6591198504391,2015-04-16
600.6054443442467,2015-04-17
598.2189996287358,2015-04-20
591.6286769052882,2015-04-21
593.2276342369215,2015-04-22
596.0789956238302,2015-04-23
595.9246751000447,2015-04-24
597.5397008061711,2015-04-27
601.5309765309736,2015-04-28
599.343662529262,2015-04-29
599.2624274874447,2015-04-30
598.7246117217121,2015-05-01
601.3997932323349,2015-05-04
598.3098507357315,2015-05-05
599.8289720134522,2015-05-06
595.9448308704286,2015-05-07
591.1267666442949,2015-05-08
589.1087088290953,2015-05-11
590.2353158130633,2015-05-12
587.5155722748128,2015-05-13
584.7484473331505,2015-05-14
590.1969327611665,2015-05-15
595.9990112845453,2015-05-18
593.4132425464123,2015-05-19
597.5872515173683,2015-05-20
593.7093659103845,2015-05-21
590.2473020119513,2015-05-22
590.6177478104576,2015-05-26
592.4042156631943,2015-05-27
593.5866419600587,2015-05-28
593.2315446534514,2015-05-29
597.199215617125,2015-06-01
603.2928220491868,2015-06-02
603.6269599952354,2015-06-03
606.4387612935307,2015-06-04
603.857754595744,2015-06-05
603.8332206579938,2015-06-08
603.3811802848894,2015-06-09
598.8912699455989,2015-06-10
592.8228384145397,2015-06-11
588.2839065041801,2015-06-12
585.9336970798804,2015-06-15
588.3947024347758,2015-06-16
584.2112871802358,2015-06-17
584.2881819951189,2015-06-18
582.2151802745205,2015-06-19
576.8383864713198,2015-06-22
575.9059707225395,2015-06-23
574.2114481290662,2015-06-24
579.5480410940256,2015-06-25
576.6500731867669,2015-06-26
580.5642214534566,2015-06-29
582.390925323322,2015-06-30
578.2331257605829,2015-07-01
588.0464806546213,2015-07-02
587.9885776568532,2015-07-06
586.1346570328179,2015-07-07
588.4276682726423,2015-07-08
591.4132028939933,2015-07-09
600.3261186450102,2015-07-10
604.382772247068,2015-07-13
613.952095322586,2015-07-14
609.9358137520995,2015-07-15
610.7790858606182,2015-07-16
619.0271048687187,2015-07-17
613.9981995396275,2015-07-20
621.4834121711973,2015-07-21
621.834730748082,2015-07-22
626.6836857278665,2015-07-23
632.2682872652358,2015-07-24
630.9878363704934,2015-07-27
626.5470457044779,2015-07-28
616.2682766722128,2015-07-29
620.8068355971809,2015-07-30
613.6583503425865,2015-07-31
609.178721749413,2015-08-03
615.4761780718163,2015-08-04
620.6614545347293,2015-08-05
623.1347616707823,2015-08-06
625.3238126990659,2015-08-07
625.028885766354,2015-08-10
622.3749105550689,2015-08-11
617.7090193755104,2015-08-12
618.7017955533098,2015-08-13
618.7952134762945,2015-08-14
618.6023435257571,2015-08-17
618.4886609150902,2015-08-18
619.3425549941276,2015-08-19
620.8410199520487,2015-08-20
614.8137838409222,2015-08-21
617.2317716865424,2015-08-24
623.0103647193703,2015-08-25
624.9926854406405,2015-08-26
626.174709702668,2015-08-27
625.0511905378942,2015-08-28
627.5585868087322,2015-08-31
634.6941621455896,2015-09-01
634.0070867774372,2015-09-02
631.918929943422,2015-09-03
637.3004951860638,2015-09-04
636.1323940819726,2015-09-08
639.8064171262552,2015-09-09
643.0175363902949,2015-09-10
640.7102032400753,2015-09-11
642.369331921791,2015-09-14
645.4791535545482,2015-09-15
647.6898448384808,2015-09-16
650.6841726664906,2015-09-17
648.2741126313587,2015-09-18
658.4353842379221,2015-09-21
654.3144478986379,2015-09-22
656.6771168195428,2015-09-23
661.4067985784679,2015-09-24
661.8238911699528,2015-09-25
659.375484596278,2015-09-28
663.7500312231888,2015-09-29
665.5384119746427,2015-09-30
664.3325796113267,2015-10-01
664.8733502680428,2015-10-02
668.8113189571967,2015-10-05
669.6772986609828,2015-10-06
666.6739837732162,2015-10-07
663.4236576527866,2015-10-08
663.8935184900296,2015-10-09
673.0880946639725,2015-10-12
674.3927271637086,2015-10-13
679.2238445508102,2015-10-14
674.7708109022512,2015-10-15
680.9175184776745,2015-10-16
681.3574549150742,2015-10-19
679.1085127522659,2015-10-20
685.8079275861973,2015-10-21
681.2764965352839,2015-10-22
684.1761549403665,2015-10-23
688.410354058687,2015-10-26
688.6649093127336,2015-10-27
690.3729503291731,2015-10-28
697.9306366094597,2015-10-29
700.7975108770572,2015-10-30
696.7394894203011,2015-11-02
700.5065287370995,2015-11-03
707.3623873555606,2015-11-04
710.6418898970752,2015-11-05
707.7928313860019,2015-11-06
713.3380450485237,2015-11-09
709.701076341406,2015-11-10
707.6028881302545,2015-11-11
709.5699655329162,2015-11-12
705.9793408821635,2015-11-13
698.2294813308617,2015-11-16
696.5631910530508,2015-11-17
695.625338652889,2015-11-18
690.9945085040941,2015-11-19
693.7333889025098,2015-11-20
700.0047913452902,2015-11-23
697.681071633948,2015-11-24
697.0743996692535,2015-11-25
700.6551674710223,2015-11-27
702.0767310824855,2015-11-30
701.0971504609197,2015-12-01
701.5248938286574,2015-12-02
697.3069516420912,2015-12-03
690.1040563798308,2015-12-04
685.9663649111822,2015-12-07
692.2067495824697,2015-12-08
688.3131948869265,2015-12-09
692.5258135711745,2015-12-10
694.5446253050266,2015-12-11
705.9025043665548,2015-12-14
712.3146252293111,2015-12-15
714.2807769046638,2015-12-16
717.7328415421968,2015-12-17
712.494782897441,2015-12-18
707.8633901159702,2015-12-21
709.3089923317095,2015-12-22
709.3714456849505,2015-12-23
711.7417277958509,2015-12-24
721.4454080295145,2015-12-28
715.2209694415794,2015-12-29
712.8565302032447,2015-12-30
708.1534524446521,2015-12-31
708.3110539878534,2016-01-04
712.866359997676,2016-01-05
714.2067759265155,2016-01-06
715.8800575434341,2016-01-07
720.555765949799,2016-01-08
715.6938882356563,2016-01-11
713.5637745270229,2016-01-12
710.6013020195794,2016-01-13
706.2700866423953,2016-01-14
709.4361406274417,2016-01-15
703.7223576409281,2016-01-19
704.6530781815334,2016-01-20
702.561107287951,2016-01-21
701.2612784981575,2016-01-22
702.5363425980474,2016-01-25
703.3301703919004,2016-01-26
713.3545675961133,2016-01-27
721.6584595591038,2016-01-28
726.7111325858039,2016-01-29
726.7629108715482,2016-02-01
724.252818836566,2016-02-02
725.9474736941241,2016-02-03
725.858761637053,2016-02-04
727.3889003703055,2016-02-05
731.4829726199239,2016-02-08
736.4250363281099,2016-02-09
736.2021099355229,2016-02-10
734.0293702517555,2016-02-11
734.0179598252565,2016-02-12
733.0095699547167,2016-02-16
732.1860255274788,2016-02-17
735.3018660234001,2016-02-18
733.3566410051185,2016-02-19
732.4628843112201,2016-02-22
726.7242862035143,2016-02-23
726.2957403474838,2016-02-24
725.550473086717,2016-02-25
722.323986097871,2016-02-26
723.3552886820695,2016-02-29
721.8466435382928,2016-03-01
717.5290764415964,2016-03-02
718.9168505015277,2016-03-03
717.5175507428199,2016-03-04
720.1453710858544,2016-03-07
720.5572862174168,2016-03-08
715.0362144120138,2016-03-09
707.6807407917807,2016-03-10
710.7899107828034,2016-03-11
707.6198571821552,2016-03-14
709.6816338881663,2016-03-15
711.1482581253654,2016-03-16
708.2542909450776,2016-03-17
705.6037647139808,2016-03-18
702.8184990775577,2016-03-21
704.2486222993863,2016-03-22
707.9730385899944,2016-03-23
711.791615302845,2016-03-24
714.6685260972673,2016-03-28
710.4384234818561,2016-03-29
704.0848239721637,2016-03-30
705.0882945478396,2016-03-31
706.7738601037544,2016-04-01
706.1417940920514,2016-04-04
713.1535807074508,2016-04-05
714.0193672224897,2016-04-06
717.244872766897,2016-04-07
713.459073696146,2016-04-08
706.610614870185,2016-04-11
702.7644786906444,2016-04-12
704.4674012140225,2016-04-13
709.1609173202904,2016-04-14
713.2112224131407,2016-04-15
716.0097489174227,2016-04-18
724.9057468285654,2016-04-19
725.4918303357423,2016-04-20
729.4403032742432,2016-04-21
723.9933882149099,2016-04-22
732.8886947016433,2016-04-25
733.2236968216023,2016-04-26
735.9732762569088,2016-04-27
728.8458364328957,2016-04-28
730.8517394174366,2016-04-29
729.6197231813804,2016-05-02
736.6623819938577,2016-05-03
735.9658510624117,2016-05-04
735.9762599015933,2016-05-05
737.9869647445821,2016-05-06
739.992808917265,2016-05-09
746.4773656023771,2016-05-10
748.157184145555,2016-05-11
748.222866724126,2016-05-12
752.8464274027749,2016-05-13
742.2351222574111,2016-05-16
744.1376666821609,2016-05-17
742.6102823826571,2016-05-18
742.859359581791,2016-05-19
751.0654207862068,2016-05-20
753.2568159342816,2016-05-23
749.6000840459021,2016-05-24
752.4587357160195,2016-05-25
749.7395742092087,2016-05-26
744.8245195944604,2016-05-27
745.5221142538452,2016-05-31
747.8482464677903,2016-06-01
744.9853713578506,2016-06-02
740.5787743509961,2016-06-03
740.0545628345658,2016-06-06
742.2534680984635,2016-06-07
739.5529527729267,2016-06-08
739.6586932161761,2016-06-09
740.0330608494619,2016-06-10
743.3890915366095,2016-06-13
749.5167557990407,2016-06-14
750.7984789628526,2016-06-15
756.5410587027892,2016-06-16
756.4745020030484,2016-06-17
756.6076154014968,2016-06-20
755.3227344180536,2016-06-21
749.6774386587058,2016-06-22
746.4862193523294,2016-06-23
748.1302849799398,2016-06-24
746.8248375050841,2016-06-27
748.037065632586,2016-06-28
744.3571994411697,2016-06-29
742.853264399725,2016-06-30
745.3612444217388,2016-07-01
740.7300964195725,2016-07-05
741.6048569947126,2016-07-06
754.2163670317299,2016-07-07
755.4652742852968,2016-07-08
758.649710244713,2016-07-11
764.3758784861113,2016-07-12
756.2192544290687,2016-07-13
760.8129765159756,2016-07-14
765.7210379446899,2016-07-15
765.8611545488483,2016-07-18
769.2659856404132,2016-07-19
759.2708370789081,2016-07-20
755.7668593007432,2016-07-21
754.2905407842186,2016-07-22
751.8303049005652,2016-07-25
754.048272846559,2016-07-26
753.7161879898312,2016-07-27
753.4364708910352,2016-07-28
756.5960410697314,2016-07-29
763.0824370597536,2016-08-01
767.0951137214607,2016-08-02
764.4117919434724,2016-08-03
765.2586527218689,2016-08-04
758.9569188567687,2016-08-05
758.8006367760468,2016-08-08
755.790731240194,2016-08-09
754.8450546439976,2016-08-10
757.6514862802526,2016-08-11
756.5126518104161,2016-08-12
763.3660408399301,2016-08-15
757.4030270730564,2016-08-16
762.2048527081495,2016-08-17
776.4213062139017,2016-08-18
771.5140647124394,2016-08-19
776.496984914318,2016-08-22
790.1302053430926,2016-08-23
800.0785796300427,2016-08-24
807.2615682580687,2016-08-25
806.237524802712,2016-08-26
805.2632461482748,2016-08-29
807.9901065505187,2016-08-30
808.1967960155057,2016-08-31
810.0939116028493,2016-09-01
809.1263413574933,2016-09-02
815.5154976373207,2016-09-06
813.0459827101498,2016-09-07
816.3831076035428,2016-09-08
808.5641182623851,2016-09-09
814.4028452929288,2016-09-12
816.4054102237981,2016-09-13
816.1537988017337,2016-09-14
819.1870363508199,2016-09-15
822.7230525416314,2016-09-16
823.8602863225833,2016-09-19
817.5680055911221,2016-09-20
808.313963559724,2016-09-21
806.620814858997,2016-09-22
810.430710336882,2016-09-23
813.6062546125573,2016-09-26
816.1208464237715,2016-09-27
823.3852304217195,2016-09-28
819.6198569715557,2016-09-29
820.51262512168,2016-09-30
825.48715418187,2016-10-03
821.3407214090164,2016-10-04
814.8567146018837,2016-10-05
822.0958142695939,2016-10-06
817.2619815715533,2016-10-07
821.772180960947,2016-10-10
827.8432884741516,2016-10-11
830.2635598222091,2016-10-12
839.4418467811615,2016-10-13
844.8087166243637,2016-10-14
839.5999722645753,2016-10-17
836.8437877186553,2016-10-18
836.6687226296966,2016-10-19
835.9160411061744,2016-10-20
839.8711861588176,2016-10-21
843.2567463800193,2016-10-24
848.9989760270872,2016-10-25
856.7736188057465,2016-10-26
849.8308510037557,2016-10-27
848.4708623083591,2016-10-28
850.461512769927,2016-10-31
851.9628381875618,2016-11-01
851.7823826155351,2016-11-02
843.1368961387126,2016-11-03
844.776791036222,2016-11-04
831.8457125526526,2016-11-07
832.0613471982593,2016-11-08
828.806349707521,2016-11-09
836.9716329556086,2016-11-10
841.8826977596011,2016-11-11
860.3722220868059,2016-11-14
862.7612795663811,2016-11-15
867.6688264612801,2016-11-16
869.1702943022088,2016-11-17
871.9798258604739,2016-11-18
873.7152513467196,2016-11-21
883.1403142142476,2016-11-22
884.1502452371805,2016-11-23
869.5644473796178,2016-11-25
877.1566018663407,2016-11-28
871.5934112341223,2016-11-29
869.7566705405295,2016-11-30
867.642688264022,2016-12-01
869.8068359940185,2016-12-02
862.67092747483,2016-12-05
857.1930497414421,2016-12-06
853.6492451511853,2016-12-07
860.2681214341644,2016-12-08
863.8617428376405,2016-12-09
865.7420196788555,2016-12-12
865.6007423732955,2016-12-13
874.089288156406,2016-12-14
877.7858288742534,2016-12-15
878.3697651968948,2016-12-16
877.8520277550687,2016-12-19
878.9037651196727,2016-12-20
874.1487131910308,2016-12-21
879.9637372979851,2016-12-22
883.3109597302536,2016-12-23
882.192867707085,2016-12-27
880.662822827533,2016-12-28
876.5555666673347,2016-12-29
877.3012638263805,2016-12-30
879.9591469640844,2017-01-03
882.2950501907984,2017-01-04
873.9255376222953,2017-01-05
871.480329011778,2017-01-06
874.0959689842164,2017-01-09
876.8148922963928,2017-01-10
879.3115290162419,2017-01-11
872.7648973058504,2017-01-12
869.3987728888795,2017-01-13
861.9157124115222,2017-01-17
855.9334547737581,2017-01-18
850.5618735000304,2017-01-19
849.648161062338,2017-01-20
865.9257671951252,2017-01-23
870.4387111678017,2017-01-24
868.8387442702287,2017-01-25
871.019904010891,2017-01-26
868.9597013172604,2017-01-27
865.2185775415336,2017-01-30
873.9880937834358,2017-01-31
877.2133307017092,2017-02-01
881.1149316025927,2017-02-02
875.6887497600111,2017-02-03
883.7391145268407,2017-02-06
873.7368643092567,2017-02-07
881.3496185378367,2017-02-08
878.802867203232,2017-02-09
879.4404258396761,2017-02-10
879.448051329637,2017-02-13
889.4018087747606,2017-02-14
883.8818672777693,2017-02-15
886.0324541875056,2017-02-16
891.2304575480377,2017-02-17
894.1906671319714,2017-02-21
894.453459300688,2017-02-22
887.4973560308157,2017-02-23
885.4624756198648,2017-02-24
894.6445440736364,2017-02-27
886.2038367304513,2017-02-28
889.1749344172049,2017-03-01
888.6029585665577,2017-03-02
880.2419022803723,2017-03-03
872.8983908600371,2017-03-06
871.6291163490142,2017-03-07
866.5186383275392,2017-03-08
879.3137705053547,2017-03-09
875.9552723327654,2017-03-10
879.5790613088161,2017-03-13
871.84866574791,2017-03-14
870.8860934550233,2017-03-15
874.553949867586,2017-03-16
876.8973261597324,2017-03-17
883.8523064895365,2017-03-20
892.8792204164384,2017-03-21
893.5544141533352,2017-03-22
896.5132725754848,2017-03-23
898.1330234305051,2017-03-24
