date,A,B,C
2013-10-24,94.92639054486757,98.0231185504487,119.1692799182573
2013-10-25,95.42186127378159,96.7466649057849,120.08031665870854
2013-10-28,95.21974336355466,97.16703419414897,120.02363626672648
2013-10-29,95.92653477953927,98.50801693058634,119.54072011135123
2013-10-30,95.96690379022347,98.55577679099783,119.68680086232091
2013-10-31,95.16655087846463,97.44591065131233,121.20977377595865
2013-11-01,95.23224289339205,98.54964741524726,122.6521968302822
2013-11-04,95.52544053182774,99.75075318572542,121.10981702640247
2013-11-05,95.84421013841234,100.57891822326386,121.50501252365937
2013-11-06,96.0829838327241,99.96738979204808,120.70777313068155
2013-11-07,95.13653997726622,99.26922699219632,121.23465916653328
2013-11-08,95.62313303121539,99.7379302934213,122.49449082446492
2013-11-11,96.76084982656172,99.04279572005127,122.76608108323245
2013-11-12,97.18190204045526,99.1177289016832,121.59680561757612
2013-11-13,97.67637613154535,99.9941769317418,121.53688402029405
2013-11-14,97.26648492034177,100.89845210445728,121.82110330344683
2013-11-15,97.49496007493556,99.74841713807925,119.70750453279447
2013-11-18,98.17212681004244,98.52984156127405,119.74042568757125
2013-11-19,98.0814438152372,98.22849011138355,117.09491365625105
2013-11-20,97.91765411168075,99.19342306963884,118.37327365786473
2013-11-21,98.51229391719527,98.82549767161304,118.93206100242496
2013-11-22,98.87402279140188,100.40179387242662,117.97311764726024
2013-11-25,98.90761407550856,100.97327542259258,117.12858289504918
2013-11-26,99.02407240169609,100.19348611918643,116.61658776384121
2013-11-27,98.88229449461417,100.98820963251353,116.94652638456223
2013-11-29,100.17912044118532,101.0236466511695,118.81923761403864
2013-12-02,100.93737946264139,101.15750542310185,120.08550775566576
2013-12-03,101.21501906789867,102.31987243833879,118.4165745212127
2013-12-04,100.09902105883398,102.70910114770888,117.84745160611918
2013-12-05,99.4736743730932,103.41099520674413,119.97821468456883
2013-12-06,99.13621834344686,103.43848460091154,119.81278312155204
2013-12-09,99.18883020304197,102.72112363976959,116.25405098794425
2013-12-10,99.2161961417488,102.23952746394549,117.02998941342793
2013-12-11,99.48453666320118,102.13151505388448,116.70046563647195
2013-12-12,99.39622320752844,103.6051204280503,118.44499279195065
2013-12-13,99.07493097720287,103.75551088326765,118.74523665289469
2013-12-16,99.2508625748632,103.57489218638757,115.45293063431077
2013-12-17,97.9904459447879,103.13723550700163,116.70523720394739
2013-12-18,97.46423981576096,102.68104944182197,115.34743989576586
2013-12-19,97.02862396547253,101.80416578280314,115.2811729238666
2013-12-20,97.23769470191903,102.61494533019676,115.62302927134482
2013-12-23,97.0072871636212,102.26082082165098,114.64965949847083
2013-12-24,97.36079876625672,101.37280379627688,118.06026373175598
2013-12-26,97.78675256880106,102.95769513759134,120.64185335634114
2013-12-27,97.31063471350575,101.90327407909808,120.00513750547414
2013-12-30,97.33135999194374,104.20513074813886,120.75181789095024
2013-12-31,97.88272334217336,103.6977565379975,121.94415878467109
2014-01-02,98.43807453275707,105.28839042438706,122.17721172177002
2014-01-03,98.41641559368149,105.87960692457092,123.41106292415867
2014-01-06,99.57355218754488,106.58805571262936,121.50544477182653
2014-01-07,100.5583465776552,106.51040023299511,123.80446066625235
2014-01-08,101.02935358965443,106.75405610333866,121.80354381794457
2014-01-09,101.2120441965856,106.33782567440836,118.79079244630168
2014-01-10,100.82729523600331,105.0614174763664,119.68175849026794
2014-01-13,101.75182133812281,106.58003637185516,120.792073879581
2014-01-14,100.83908702663096,105.85964520286282,123.03238308302087
2014-01-15,99.92614020854123,106.81033696194712,124.45537461438114
2014-01-16,100.2303646930139,105.23878230651704,122.85801179152246
2014-01-17,101.11960699711973,106.44943222948255,120.85888291674449
2014-01-21,100.85620011040292,105.34121093970819,120.1434494876233
2014-01-22,100.25164161632853,105.14995038875075,120.43618710253965
2014-01-23,100.50867384173519,105.9653231086872,120.66633419902043
2014-01-24,100.51730991060612,105.28883347408494,120.80679925921099
2014-01-27,100.14710067152048,106.3742313334484,120.55308587994065
2014-01-28,100.96719494343725,106.09664287963858,121.7607909404075
2014-01-29,102.15473726375964,105.11636606800226,123.91711576329047
2014-01-30,102.33731951968323,104.30710121556544,124.59221596099148
2014-01-31,102.90200193877216,105.38485428053947,124.42426414809721
2014-02-03,103.08076267840407,107.53028100977784,122.87203326766566
2014-02-04,103.50741076381901,107.69703672293208,125.79195527274878
2014-02-05,104.02815634626837,106.97869490745703,126.65115185545268
2014-02-06,104.59921591408047,106.21497786458349,129.82256247424758
2014-02-07,104.77659897083265,107.13131323095827,127.88237166527216
2014-02-10,104.09494645750196,105.47042697697215,127.16343564730363
2014-02-11,104.48400646740315,105.84593529572786,130.50560788771278
2014-02-12,103.3376108748372,104.83391971271692,130.20190904622683
2014-02-13,102.87815747383264,105.74551145455516,130.75130210881485
2014-02-14,103.71700379920394,104.65669404674456,129.3469351342046
2014-02-18,104.54842157097589,104.2552138573559,131.72354819014663
2014-02-19,104.98259028596982,104.33724831010133,129.8055413491403
2014-02-20,104.31623910565554,103.8839592675879,132.34563491941046
2014-02-21,103.9053986327444,103.41204561495219,126.2887578397882
2014-02-24,103.86421197072985,104.17971464706551,126.88644294835785
2014-02-25,103.6065509851763,104.57190881328977,127.9493584593256
2014-02-26,103.6452903725255,104.42898554891826,129.36380150222504
2014-02-27,103.93355248559365,104.83737099316582,131.41636700786728
2014-02-28,103.87667824734757,104.20918473633957,130.86073263571873
2014-03-03,103.88277062367496,105.03168580669262,128.39584399873502
2014-03-04,103.20823900280541,104.80865794947255,127.36991388018994
2014-03-05,102.37217100750443,104.71499064501194,131.32954973436412
2014-03-06,101.3091880760855,104.65823154727101,131.03954698144827
2014-03-07,101.45691049161198,104.18205179404762,131.38109650853187
2014-03-10,101.2119258424934,105.00713775397139,130.81893110384402
2014-03-11,100.38413341582061,104.97905373859206,132.59879962413365
2014-03-12,101.83529925975722,105.11864125759483,130.56585031755367
2014-03-13,101.593800605978,106.47723785822589,132.92437336085916
2014-03-14,101.64479086868612,106.0063582299256,132.67481213539747
2014-03-17,100.15113646510488,105.95327480212559,133.10658210579726
2014-03-18,100.39738050667117,105.93183414372459,130.92196687825196
2014-03-19,100.4037634705035,104.82449516543383,134.35143892652368
2014-03-20,100.56626177670428,105.85454385345253,136.76477184135132
2014-03-21,100.16222716255224,104.7737704208399,138.73537371908716
2014-03-24,100.71316019059286,104.89358657758822,138.49670604699767
2014-03-25,101.03132512102655,106.40798085564957,135.22316130557815
2014-03-26,100.42362615723813,106.99601089906524,135.1873176025895
2014-03-27,100.31807602299578,107.18661498210874,136.2823804559603
2014-03-28,100.28419106456506,106.7806090121395,134.47285839675422
2014-03-31,100.71276803561472,107.86447038479157,137.2771762642086
2014-04-01,100.18490663802635,108.645213128404,132.22542957398136
2014-04-02,100.0714016867522,109.19992138712665,132.40965504377775
2014-04-03,101.04132141080765,108.34840130234902,134.15716211365918
2014-04-04,100.77262590780823,107.84494156150612,130.23957349597075
2014-04-07,100.7020080962489,106.15059475148004,132.13269376633073
2014-04-08,100.29366810586265,106.10968852612544,130.4266821497201
2014-04-09,101.48008371519317,104.52063588351899,130.1255904484452
2014-04-10,101.7715763119738,105.3508032675399,133.3134265575694
2014-04-11,101.88656828429859,104.71910188033364,133.63931503945943
2014-04-14,101.55319064430823,104.66700001773066,132.0192604492688
2014-04-15,101.15761446660913,105.54460400222443,129.9473669756653
2014-04-16,101.13629050594946,106.57064401191097,130.75794885805627
2014-04-17,102.18810693499168,107.46522639495072,130.00012107089958
2014-04-21,102.04511441847234,106.76562849289887,129.14850354782075
2014-04-22,102.60385476915381,106.27712382584774,131.57861332929483
2014-04-23,102.68152380471959,105.49855708632585,132.6021477430134
2014-04-24,102.51481041433335,106.03592191040528,131.31057336226587
2014-04-25,101.48315570361993,105.64371549850246,130.5790958649857
2014-04-28,101.67354976343874,105.05293372150089,130.21311283612138
2014-04-29,100.62820806330082,103.06100410004632,126.31120886671276
2014-04-30,100.44477626065122,105.33352061905045,127.07018681215706
2014-05-01,100.88723617585863,106.03098453226718,126.80851744359947
2014-05-02,101.26904362447773,105.2673540113692,126.81465856376751
2014-05-05,101.34695774135623,105.99410432828428,127.24243368419764
2014-05-06,99.87543709152058,105.4639287126545,128.87054746552585
2014-05-07,99.3561494242436,105.69094674535746,131.03471357093235
2014-05-08,97.84426483038142,107.29283555546213,132.39229306911326
2014-05-09,97.5059879197285,107.72992832743009,129.31035490280243
2014-05-12,98.5239381482564,107.04047951717513,131.11077015143854
2014-05-13,99.45171377301678,106.96979666122763,133.69998643984053
2014-05-14,99.58658764687577,107.73063250204582,131.44726336137535
2014-05-15,99.4611336314652,108.29113378094613,130.88554114547915
2014-05-16,99.55999598321102,110.30115138893247,129.2957935724756
2014-05-19,99.00437471326204,109.5396309679679,130.30783953548234
2014-05-20,98.64319503788938,109.46261898779967,129.28999698806183
2014-05-21,98.77848760317146,108.93455323262556,129.45239697283156
2014-05-22,98.62959782551175,109.93242290602171,127.02549450648281
2014-05-23,99.0666910154352,109.30523488580293,125.68897185471607
2014-05-27,98.59036354838184,107.42528969007893,125.34538336773288
2014-05-28,97.43644241799066,108.98090459448031,122.88127819910235
2014-05-29,96.64479225876295,109.32494804514276,121.14783177705905
2014-05-30,97.06280890384643,109.07945979762405,119.85153197027128
2014-06-02,96.98562776769798,110.09657065152639,114.78296589563148
2014-06-03,98.81150561196395,109.85287479307259,116.85698014753265
2014-06-04,98.0515482038743,111.00604240537372,118.39657538537081
2014-06-05,97.8659090581748,111.669665881726,125.55090474573895
2014-06-06,96.55877672067261,111.70564748406527,126.82552800923062
2014-06-09,96.57653676908583,113.11868147831457,127.00198220710256
2014-06-10,96.34209738038376,112.46983239770323,123.88362771985389
2014-06-11,95.97881228136977,113.14735330543571,125.64316865830135
2014-06-12,95.81854137149217,112.8746436761326,127.28991913149851
2014-06-13,95.04091215527572,112.3238218178713,128.17534902882355
2014-06-16,95.31225545137602,112.91315213849121,130.23626724352633
2014-06-17,95.1998230098208,112.98313626435774,127.6321493761916
2014-06-18,96.15756163019019,110.81083605102828,129.86551109056327
2014-06-19,95.32549300806738,111.1110802850913,127.51856110740995
2014-06-20,95.9913250547806,110.77640792244084,128.20565126689195
2014-06-23,95.86588740816406,111.24266859391054,129.2664203995348
2014-06-24,95.50083384734867,109.98562470877879,130.58051385084735
2014-06-25,95.22313531347923,109.45992094438077,133.26340506982112
2014-06-26,94.85059126835603,107.76371928414228,132.73910596196427
2014-06-27,96.14339249594086,109.23248570158009,130.35577742934146
2014-06-30,95.99772733168741,109.13052839854227,129.56275851404757
2014-07-01,96.06403708640394,108.57037101784194,129.30441971343444
2014-07-02,97.09849875840523,108.82200413801287,129.13964717688137
2014-07-03,97.71953845203844,108.84309090291853,128.43903039665352
2014-07-07,99.27824676041963,107.30631314298897,129.36637455107868
2014-07-08,100.15658000803784,108.18423068122884,130.95276199214828
2014-07-09,100.47331153593039,107.04219994977429,130.12682837656155
2014-07-10,100.20976920951956,108.2217209922495,129.33979528402247
2014-07-11,100.27544158333015,108.72806327137202,132.20135631979295
2014-07-14,99.92000699613986,108.53468623855747,131.16333289160275
2014-07-15,101.05034434264542,109.18693502139737,128.59567140149377
2014-07-16,102.39508952415594,108.54036658554033,130.52085250408385
2014-07-17,102.73406315760381,107.0454508241126,133.47290970055752
2014-07-18,101.7501474547011,107.51038290958351,136.3668740435129
2014-07-21,101.54446124533952,107.38916593809374,136.16704642151544
2014-07-22,100.96951305579232,106.67449450685334,137.68799123312914
2014-07-23,100.22485030317034,105.781864369029,140.0098226777365
2014-07-24,101.19521610529543,106.60595617784122,137.31282502772527
2014-07-25,101.4136318106285,106.9010618925648,142.68721461110854
2014-07-28,100.1228258167944,107.87838501537858,141.60656879432747
2014-07-29,100.97982585061116,106.83253260121862,142.46856559543477
2014-07-30,101.72678360806043,107.33958229602636,141.41476221195944
2014-07-31,101.96621107429016,109.08179231799497,144.6466799201819
2014-08-01,102.00734005017624,109.05584672036545,144.0220617326846
2014-08-04,102.44515118501579,110.33140752090563,139.87820205822985
2014-08-05,103.07596871240054,109.51769112269288,136.97870907939054
2014-08-06,103.74326337768709,110.4979253223138,138.4220026961137
2014-08-07,103.55236946386448,110.23993014960975,141.69625665230177
2014-08-08,103.2057709547743,109.58963553074845,141.13508190297998
2014-08-11,101.93780360517205,108.44751888807613,140.83873748741675
2014-08-12,101.68936055285876,108.12131163950954,145.83220228523913
2014-08-13,101.40494634852885,109.10912318137878,148.67063254423408
2014-08-14,100.9278116189967,108.07457597581111,142.2706396960002
2014-08-15,101.28342438986321,107.22895161138403,140.97179759267124
2014-08-18,102.61260117465628,106.34502222984415,138.46635795642874
2014-08-19,101.83766993386261,106.28348463112798,135.5293809443788
2014-08-20,101.04882750866095,106.68135368221107,135.78237001056158
2014-08-21,101.55359006719307,106.31815898201539,138.51595624386422
2014-08-22,101.86652451830321,108.08255551662478,140.00725691599752
2014-08-25,101.25770863123387,108.13209186538852,143.30235616109314
2014-08-26,101.0052987414003,106.69756980025895,140.51395200446157
2014-08-27,100.61968714720258,106.3530732435203,141.91809563477736
2014-08-28,101.23050461876548,106.30999073779775,142.64118918877836
2014-08-29,100.90019799161173,106.23950219776565,141.31055775678882
2014-09-02,100.7462526248553,106.76506154830611,142.30708065446717
2014-09-03,101.02501069797277,106.64590301678282,143.52062288517018
2014-09-04,101.10484047318816,106.68259474322973,142.96282982565265
2014-09-05,101.06990440257296,106.11853418306833,141.16358778796936
2014-09-08,100.22102071040692,105.63043392518048,142.12806688897993
2014-09-09,101.44147699212914,104.78420616124912,139.55660570847067
2014-09-10,101.59548542841772,105.19704567333403,138.97250947787728
2014-09-11,101.0462283043366,105.05943698467561,136.12445652868726
2014-09-12,101.76752454889238,103.85447715342988,137.2864301962265
2014-09-15,101.31730896384829,102.8524360172889,135.9369679772794
2014-09-16,100.4760159273606,102.03805237427092,136.15730690542048
2014-09-17,99.80987143445621,102.53765949435713,134.07490113714388
2014-09-18,99.72083241646273,100.17590906722316,132.09593885244104
2014-09-19,98.96998371810047,100.52101869848197,127.71071190843286
2014-09-22,99.78244973812768,99.9791824621123,129.08539796338513
2014-09-23,100.26478268123837,100.1419912115547,130.07432901243422
2014-09-24,100.57988858000058,101.44674087226667,130.91081399911826
2014-09-25,100.79404768518539,102.84275884357493,128.53461561122833
2014-09-26,99.98553404864171,102.03955416966183,132.36213871246608
2014-09-29,99.61689037018975,101.9957003379734,134.53695673194582
2014-09-30,98.77486791436586,103.17580419770668,137.10506355073673
2014-10-01,97.8685445044173,102.58386713046718,134.4493317357167
2014-10-02,97.6258496241705,104.0060587811702,135.68304247919838
2014-10-03,98.14500246869504,104.31308410738468,135.8512688084268
2014-10-06,98.45245521434512,104.5730964039415,135.20098580590331
2014-10-07,97.8417660157315,105.35727748222615,133.0623350514085
2014-10-08,98.7938317309247,105.09258292602388,132.94258844582848
2014-10-09,98.28947392553908,104.92105266741623,132.57381882460427
2014-10-10,97.87939170316366,105.397339166609,132.30966414921375
2014-10-13,97.89131270568959,105.44664611946982,130.3462378097498
2014-10-14,97.75220877632044,107.83658655923004,132.05354603408307
2014-10-15,97.17302195995313,107.38533967739907,133.065257052039
2014-10-16,96.04754161030769,107.06004846602009,136.8978236961395
2014-10-17,96.28530258210465,107.3975814260985,138.44376243774283
2014-10-20,94.73472441460736,106.51975204488875,133.42862652624535
2014-10-21,94.4240692774097,107.67765893987634,135.195031407025
2014-10-22,94.58994690372485,108.37244306814775,139.443528759311
2014-10-23,94.23668129709273,108.32408065532326,141.9609482608766
2014-10-24,94.16923106114106,108.4189847644485,141.99853390013934
2014-10-27,93.51499610266976,108.85043097377748,140.04776566449826
2014-10-28,93.45996708218455,109.18549605924528,137.6207469917686
2014-10-29,93.54921321107706,111.29527360357466,136.25005664944877
2014-10-30,93.46647610352986,110.07838926491955,137.3044313059425
2014-10-31,93.40830862825237,111.40038848523548,136.90563078735897
2014-11-03,93.39851186845573,110.77206708292056,139.0681719490387
2014-11-04,93.618052261648,111.16652232607413,144.2290248907339
2014-11-05,93.26166649914279,112.9468803654511,144.21496461253955
2014-11-06,92.37354140678286,111.1994633392118,148.89798613732233
2014-11-07,92.71996340328808,110.6413266666093,151.68372716230618
2014-11-10,94.04515417092041,112.49883489514043,152.98106746535422
2014-11-11,94.48724087696904,111.67481399458669,149.77883970971848
2014-11-12,95.25531430699367,110.77023685970272,150.72229053034778
2014-11-13,94.37828089806577,112.2960258854365,148.60197128793143
2014-11-14,94.33245625757911,112.61487422847546,149.2298331270695
2014-11-17,95.66181379384057,111.1098522599349,149.88750515582177
2014-11-18,94.76518622228191,110.82720771128159,151.1121797572302
2014-11-19,94.72858837803642,112.59114975131028,153.19588359868445
2014-11-20,94.25677101227016,110.63573468741573,154.11391715130594
2014-11-21,93.91637183035441,110.81025080041071,157.45636281332878
2014-11-24,93.20843616916811,111.26236137238521,156.42841390925574
2014-11-25,92.18247857491153,111.29652460289515,154.31036269937434
2014-11-26,91.66886773605812,111.99589451754596,156.20557716852815
2014-11-28,91.96417561447701,111.3966864158181,156.12209995391686
2014-12-01,91.18091922832863,111.58691177281693,154.83523447735215
2014-12-02,92.33156305510566,110.51691964743044,149.9206327380488
2014-12-03,91.82257178114656,110.53400998974935,151.2939229744344
2014-12-04,90.55086439073759,109.16422781549615,151.54241902601646
2014-12-05,91.2013050081731,108.37637990727013,153.50605159602517
2014-12-08,91.50840337437096,108.33282516632511,153.96680097139995
2014-12-09,91.38349552700596,110.10680466905517,152.85287256424786
2014-12-10,91.49756985275344,108.62334643648843,152.9272526319277
2014-12-11,91.3763732949008,107.78536568284294,150.5312953058761
2014-12-12,91.00086856821639,109.78784177260708,150.51898787559128
2014-12-15,91.60575522141373,108.97070265924748,154.3598129647119
2014-12-16,92.8957028829691,108.52751305725536,154.98708857331314
2014-12-17,93.16704199505284,107.60247423113303,157.04456952100765
2014-12-18,93.57790418967669,108.84497130797529,157.12002614026966
2014-12-19,94.32080189763401,110.32622340693503,154.4197395037669
2014-12-22,93.38874605335225,109.05680386017447,155.53673393764146
2014-12-23,94.3695747615392,109.18232134763926,158.04456139847892
2014-12-24,94.48298531735063,109.20124812327373,155.76883483958846
2014-12-26,94.91256028716995,109.10103250218685,155.93130941222714
2014-12-29,95.81567670267121,110.92186318573661,159.62472026704623
2014-12-30,94.87663198516603,110.88455500559546,160.59224527262154
2014-12-31,95.31169026282646,110.58891061126596,159.3582408706392
2015-01-02,95.63631462284651,110.29680035503866,157.02184093596966
2015-01-05,95.65107616807276,111.03407970704285,154.56681790408086
2015-01-06,95.60648121727947,112.50274808196328,157.878031881667
2015-01-07,93.75795415018807,110.91623057223381,155.34715857280958
2015-01-08,93.49895223143038,111.41629016340889,156.0133706738349
2015-01-09,93.97344836268567,112.31255575664171,156.0149759399176
2015-01-12,94.2183743003905,112.22789678397027,157.36825269897312
2015-01-13,93.90092622246233,112.95656231506408,162.22219303259635
2015-01-14,93.63153409330877,110.74253459434593,163.0148594398154
2015-01-15,93.11845640366965,110.54177173887496,167.0703143197676
2015-01-16,94.0676491899258,109.58792749641843,169.31454968343888
2015-01-20,94.16276156244997,108.54974414761575,171.1928496080669
2015-01-21,94.40759034524453,108.29758589929232,169.76285042348158
2015-01-22,95.27475109784139,108.27672447271348,167.39286289902844
2015-01-23,95.8198900665253,109.2248342874255,164.56559327308372
2015-01-26,95.4632412862576,109.78967256799082,170.48573783050605
2015-01-27,95.82839081456163,108.44661977492797,168.97914393052943
2015-01-28,96.19205975616845,108.67123866901677,165.5701946676629
2015-01-29,96.8571761328832,109.27710733067981,165.31020960452588
2015-01-30,97.86350367686227,108.7378690878787,165.06883948521093
2015-02-02,97.40247445779026,108.38170474018965,161.18929970829709
2015-02-03,97.852175214303,108.22957569442856,161.15381104984687
2015-02-04,98.35355800340412,107.35264240867204,162.6732141070088
2015-02-05,98.03936349807834,107.14350830851434,158.30087614643375
2015-02-06,97.9512813734324,108.4281270965944,155.495072689504
2015-02-09,98.24042598980155,108.82286417479808,160.05469009914214
2015-02-10,98.54451931797472,108.9512741754215,159.3703627325933
2015-02-11,98.49134906746141,109.18972968501733,161.42025622664647
2015-02-12,97.85107637078352,109.92663036474241,159.74546486811334
2015-02-13,97.97733852885241,110.4345073208287,163.89761563709075
2015-02-17,97.44472036751164,109.76146021465289,164.15760879934098
2015-02-18,99.4269897833067,109.61545568083571,169.29771974206793
2015-02-19,99.46364685934792,108.92839264940245,167.76497674923888
2015-02-20,100.71100334681351,108.23235359492054,167.51408270224036
2015-02-23,100.76992007995196,107.91713683462245,164.80793938518926
2015-02-24,100.7529197079302,107.48438927855419,165.46144199630902
2015-02-25,101.38099662854681,106.26322852762401,167.63507198762105
2015-02-26,101.71423774466957,106.3848808077998,164.72275169053768
2015-02-27,101.68836121473012,107.32262250898593,160.7319711204224
2015-03-02,101.71407458473446,106.6826161234805,159.21578144830008
2015-03-03,102.88616173285655,108.52343388059714,160.55895292850045
2015-03-04,103.2893052235525,110.9959387295948,160.72467122080937
2015-03-05,103.46781786949043,111.27077433154426,161.75047191588763
2015-03-06,104.2159522789361,111.89390671152572,162.89805784826902
2015-03-09,105.16941678727436,112.67804992611748,164.57667007556552
2015-03-10,106.03982108481486,112.63157970789183,164.24181943080052
2015-03-11,105.19678723456035,112.40087947211445,164.15509439487803
2015-03-12,105.46628701286882,110.61541083876438,166.47275538612524
2015-03-13,103.99406245994209,109.61546986546631,165.23429798424687
2015-03-16,103.57986492893914,110.73729647655463,166.30505325481957
2015-03-17,103.85919785890334,111.30342034283677,169.02993810307296
2015-03-18,103.57682642366171,114.07692131789733,167.6290124532869
2015-03-19,103.10988820530359,112.18555973297771,170.57351441430177
2015-03-20,102.32807431555395,111.93532697829204,169.7627610484008
2015-03-23,101.40350224119422,112.35806837393493,168.23778626674599
2015-03-24,101.88134029143941,113.84626188837119,169.0111329373073
2015-03-25,103.02778136280078,114.04185383709972,169.24399067490472
2015-03-26,103.01756749419378,113.47186442639929,169.4562058427245
2015-03-27,102.84720148073565,114.50846592022948,164.88479782589081
2015-03-30,103.39374241805423,115.93132881328349,163.21673804687308
2015-03-31,104.54059219906532,115.96930414953313,159.17253855384882
2015-04-01,104.28920734100194,116.15590047613124,156.57553790086868
2015-04-02,104.44124162011421,113.96888769711487,158.40581369797908
2015-04-06,105.16334416518048,114.41176866762439,154.942918744157
2015-04-07,106.94636534506533,114.19179632698092,155.0552517462368
2015-04-08,106.54433430006416,115.80323719336367,149.9196213079469
2015-04-09,105.80550660834504,114.23104276744095,151.80128854325946
2015-04-10,105.0136540916975,112.96040345253074,153.2319380067383
2015-04-13,104.71301748766207,113.01693198259754,153.5886640528517
2015-04-14,105.05831826956678,113.29218607315146,154.74919951743115
2015-04-15,105.95664027350487,113.59852932598936,152.4465160318117
2015-04-16,106.56948348870867,112.655286764899,155.46486162543286
2015-04-17,106.21267992799038,113.14737833987834,155.43725775067452
